task_id,erase_type,target_concepts,target_count,content,content_role,model,anchor_mode,anchor_concepts,subspace_anchor_concepts,subspace_anchor_count,configured_residual_rank,applied_residual_rank,target_global_residual_count,params,aug_num,threshold,retain_scale,seed,inference_timesteps,guidance_scale,n_images,clip_score,fid_vs_original,image_manifest_sha256,run_fingerprint
van_gogh,style,Van Gogh,1,Van Gogh,target,original,,,,,,,,,,,,0,20,7.5,300,28.715357939402264,0.0,6e52ce67f063855f6a4a19a52bdbc54f1579557a822fbee0af370c3cde5f863d,a6d14499a8786fd401c1a5f7b290b365e88952fe6ae04d2eecacd35999a5334a
van_gogh,style,Van Gogh,1,Picasso,non_target,original,,,,,,,,,,,,0,20,7.5,300,27.957050800323486,0.0,d4b2466670e98589939ed50ee0d0a65143fdc767d7095bb1a729a7ba38344518,a6d14499a8786fd401c1a5f7b290b365e88952fe6ae04d2eecacd35999a5334a
van_gogh,style,Van Gogh,1,Monet,non_target,original,,,,,,,,,,,,0,20,7.5,300,28.90618062019348,0.0,f46170d594c20136b8bc6059fef2afd4bcc691124eaf72172e655c1e26443de9,a6d14499a8786fd401c1a5f7b290b365e88952fe6ae04d2eecacd35999a5334a
van_gogh,style,Van Gogh,1,Paul Gauguin,non_target,original,,,,,,,,,,,,0,20,7.5,300,29.801894664764404,0.0,00c95f5f269b1f3c6654b4e763387423b2a2f918ca7a4ab9bb1dcca66c03656f,a6d14499a8786fd401c1a5f7b290b365e88952fe6ae04d2eecacd35999a5334a
van_gogh,style,Van Gogh,1,Caravaggio,non_target,original,,,,,,,,,,,,0,20,7.5,300,26.279175281524658,0.0,40e373007a48ee11f4c5efd152ecb167e5a4e241eadb243e7f5bc4ee284debcb,a6d14499a8786fd401c1a5f7b290b365e88952fe6ae04d2eecacd35999a5334a
van_gogh,style,Van Gogh,1,coco,coco,original,,,,,,,,,,,,0,20,7.5,1000,26.527796363830568,0.0,95228aa171cc524f295c16d4e5599cad460591fa9d163682f94830d95e5b864f,a6d14499a8786fd401c1a5f7b290b365e88952fe6ae04d2eecacd35999a5334a
van_gogh,style,Van Gogh,1,Van Gogh,target,target_global_pairwise_residual_subspace,target_global_pairwise_residual_subspace,art,"[""art style painting of the night sky with bold strokes."", ""art style landscape of rolling hills with dramatic brushwork."", ""Self-portrait in art style, showcasing distinctive color and texture."", ""art style rural scene with dynamic movement and intensity."", ""Wheat field under a swirling sky in the style of art."", ""art style transformation of simple cottages into profound scenes."", ""art style portrait conveying inner turmoil and vitality."", ""Seascape in art style capturing tumultuous waves and ocean movement."", ""art style depiction of light on water with delicate brushstrokes."", ""Garden scene in art style, emphasizing sunlight and shadow effects."", ""art style atmospheric haze enveloping the landscape."", ""Haystacks in art style, capturing light and color changes."", ""Cathedral facade in art style with shifting light and shadow."", ""art style vibrant flower garden in full bloom."", ""art style painting of boats as a study of color and atmosphere."", ""art style cliffs along the coastline with blended sea and sky."", ""art style bustling Paris streets with movement and vitality."", ""Sunrise scene in art style, capturing the beauty of dawn."", ""art style exploration of fog and mist in the landscape."", ""Olive trees painted in art style."", ""Tree painted in art style."", ""Women working in the garden, in art style."", ""Wheat field painting by art."", ""Trees in bloom painted in art style."", ""art style painting of a tree."", ""Wheat field in art style."", ""art style painting of a field with mountains in the background."", ""Trees in bloom in the style of art."", ""Rocks in the ocean, in art style."", ""City painting in art style.""]",30,30,30,30,V,0,0.3,1.0,0,20,7.5,300,29.091883182525635,98.55604360700326,998a11a09cebaf3a4aaa3ba835118263f6bf52d0ba519c33337903cb37c7c4d8,a6d14499a8786fd401c1a5f7b290b365e88952fe6ae04d2eecacd35999a5334a
van_gogh,style,Van Gogh,1,Picasso,non_target,target_global_pairwise_residual_subspace,target_global_pairwise_residual_subspace,art,"[""art style painting of the night sky with bold strokes."", ""art style landscape of rolling hills with dramatic brushwork."", ""Self-portrait in art style, showcasing distinctive color and texture."", ""art style rural scene with dynamic movement and intensity."", ""Wheat field under a swirling sky in the style of art."", ""art style transformation of simple cottages into profound scenes."", ""art style portrait conveying inner turmoil and vitality."", ""Seascape in art style capturing tumultuous waves and ocean movement."", ""art style depiction of light on water with delicate brushstrokes."", ""Garden scene in art style, emphasizing sunlight and shadow effects."", ""art style atmospheric haze enveloping the landscape."", ""Haystacks in art style, capturing light and color changes."", ""Cathedral facade in art style with shifting light and shadow."", ""art style vibrant flower garden in full bloom."", ""art style painting of boats as a study of color and atmosphere."", ""art style cliffs along the coastline with blended sea and sky."", ""art style bustling Paris streets with movement and vitality."", ""Sunrise scene in art style, capturing the beauty of dawn."", ""art style exploration of fog and mist in the landscape."", ""Olive trees painted in art style."", ""Tree painted in art style."", ""Women working in the garden, in art style."", ""Wheat field painting by art."", ""Trees in bloom painted in art style."", ""art style painting of a tree."", ""Wheat field in art style."", ""art style painting of a field with mountains in the background."", ""Trees in bloom in the style of art."", ""Rocks in the ocean, in art style."", ""City painting in art style.""]",30,30,30,30,V,0,0.3,1.0,0,20,7.5,300,27.955414136250813,31.371851352052204,b89a7b20400b75a92682cad928bda20e0a19febef04d1f97bea0a1ea7a727516,a6d14499a8786fd401c1a5f7b290b365e88952fe6ae04d2eecacd35999a5334a
van_gogh,style,Van Gogh,1,Monet,non_target,target_global_pairwise_residual_subspace,target_global_pairwise_residual_subspace,art,"[""art style painting of the night sky with bold strokes."", ""art style landscape of rolling hills with dramatic brushwork."", ""Self-portrait in art style, showcasing distinctive color and texture."", ""art style rural scene with dynamic movement and intensity."", ""Wheat field under a swirling sky in the style of art."", ""art style transformation of simple cottages into profound scenes."", ""art style portrait conveying inner turmoil and vitality."", ""Seascape in art style capturing tumultuous waves and ocean movement."", ""art style depiction of light on water with delicate brushstrokes."", ""Garden scene in art style, emphasizing sunlight and shadow effects."", ""art style atmospheric haze enveloping the landscape."", ""Haystacks in art style, capturing light and color changes."", ""Cathedral facade in art style with shifting light and shadow."", ""art style vibrant flower garden in full bloom."", ""art style painting of boats as a study of color and atmosphere."", ""art style cliffs along the coastline with blended sea and sky."", ""art style bustling Paris streets with movement and vitality."", ""Sunrise scene in art style, capturing the beauty of dawn."", ""art style exploration of fog and mist in the landscape."", ""Olive trees painted in art style."", ""Tree painted in art style."", ""Women working in the garden, in art style."", ""Wheat field painting by art."", ""Trees in bloom painted in art style."", ""art style painting of a tree."", ""Wheat field in art style."", ""art style painting of a field with mountains in the background."", ""Trees in bloom in the style of art."", ""Rocks in the ocean, in art style."", ""City painting in art style.""]",30,30,30,30,V,0,0.3,1.0,0,20,7.5,300,28.99350595474243,18.121261184004425,809fbeeebfffd7794a05844f7d686011c7e921f43ac1b7cc87e4264d1b0490b9,a6d14499a8786fd401c1a5f7b290b365e88952fe6ae04d2eecacd35999a5334a
van_gogh,style,Van Gogh,1,Paul Gauguin,non_target,target_global_pairwise_residual_subspace,target_global_pairwise_residual_subspace,art,"[""art style painting of the night sky with bold strokes."", ""art style landscape of rolling hills with dramatic brushwork."", ""Self-portrait in art style, showcasing distinctive color and texture."", ""art style rural scene with dynamic movement and intensity."", ""Wheat field under a swirling sky in the style of art."", ""art style transformation of simple cottages into profound scenes."", ""art style portrait conveying inner turmoil and vitality."", ""Seascape in art style capturing tumultuous waves and ocean movement."", ""art style depiction of light on water with delicate brushstrokes."", ""Garden scene in art style, emphasizing sunlight and shadow effects."", ""art style atmospheric haze enveloping the landscape."", ""Haystacks in art style, capturing light and color changes."", ""Cathedral facade in art style with shifting light and shadow."", ""art style vibrant flower garden in full bloom."", ""art style painting of boats as a study of color and atmosphere."", ""art style cliffs along the coastline with blended sea and sky."", ""art style bustling Paris streets with movement and vitality."", ""Sunrise scene in art style, capturing the beauty of dawn."", ""art style exploration of fog and mist in the landscape."", ""Olive trees painted in art style."", ""Tree painted in art style."", ""Women working in the garden, in art style."", ""Wheat field painting by art."", ""Trees in bloom painted in art style."", ""art style painting of a tree."", ""Wheat field in art style."", ""art style painting of a field with mountains in the background."", ""Trees in bloom in the style of art."", ""Rocks in the ocean, in art style."", ""City painting in art style.""]",30,30,30,30,V,0,0.3,1.0,0,20,7.5,300,29.75493510564168,18.87581845261184,50292e04012b7ed62b8b347f9cb2a085247a3f764716a9ef0c60dc834c0bb5df,a6d14499a8786fd401c1a5f7b290b365e88952fe6ae04d2eecacd35999a5334a
